store_id,uptime_last_hour_min,downtime_last_hour_min,uptime_last_day_hr,downtime_last_day_hr,uptime_last_week_hr,downtime_last_week_hr,now_utc
e3de046b-aada-43bf-9a02-016a4cb5dbdc,0,0,0.94,2.88,6.38,19.33,2024-10-15 05:26:00 UTC
1f958478-2f27-46bf-82aa-6d6bab8dab37,0,0,0.94,2.88,6.37,20.34,2024-10-15 05:26:00 UTC
5f856c72-9094-446a-978f-9877aa2fd878,0,0,0.92,2.9,6.25,20.47,2024-10-15 05:26:00 UTC
c29847cf-966e-47e0-a5bc-6d814fb01fb2,0,0,0.91,2.9,6.21,20.51,2024-10-15 05:26:00 UTC
5b44418f-40b2-4d13-b484-02ce648e5c68,0,0,0.91,2.91,6.19,20.53,2024-10-15 05:26:00 UTC
b681a138-c2f0-410f-8171-9bf1be8f6b56,0,0,0.91,2.91,6.17,20.54,2024-10-15 05:26:00 UTC
1a77aa35-177c-488d-ae8c-a40a2348b0ee,0,0,0.9,2.92,6.12,20.6,2024-10-15 05:26:00 UTC
5694db86-cd65-4249-87fe-3803c6149653,0,0,0.9,2.92,6.11,20.61,2024-10-15 05:26:00 UTC
a831e903-99c3-458c-82d0-672617656b3f,0,0,0.9,2.92,6.1,20.62,2024-10-15 05:26:00 UTC
53770deb-f280-4cdd-92d7-a6050b40a7b3,0,0,0.9,2.92,6.09,20.62,2024-10-15 05:26:00 UTC
ba7f5b92-7c69-4c77-bcee-305e7e3f083d,0,0,0.9,2.92,6.09,20.63,2024-10-15 05:26:00 UTC
33195faa-176e-45ed-b87f-2b83fb3f5be8,0,0,0.89,2.93,6.05,20.66,2024-10-15 05:26:00 UTC
14aab7c5-c4bb-469f-8bc2-9e199c871186,0,0,0.88,2.93,6.01,20.7,2024-10-15 05:26:00 UTC
36f234e4-8f8e-4929-b07a-9c279bc7b9e2,0,0,0.88,2.93,6.0,20.71,2024-10-15 05:26:00 UTC
443680f2-7a19-4ca1-91d2-e80850b15cfe,0,0,0.88,2.93,6.0,20.72,2024-10-15 05:26:00 UTC
5eaff432-fd9c-4362-8431-8cc02950d6a3,0,0,0.87,2.95,5.92,20.79,2024-10-15 05:26:00 UTC
71815c12-8f4f-40ad-bb53-6a91dc7cd983,0,0,0.87,2.95,5.9,20.81,2024-10-15 05:26:00 UTC
206d0fd6-196e-4500-85da-68eb7a5a381e,0,0,3.88,0.43,27.1,3.12,2024-10-15 05:26:00 UTC
76d8462f-620e-4663-8aea-e8f34857693a,0,0,0.85,2.96,5.81,20.91,2024-10-15 05:26:00 UTC
3f0750ef-a65e-4cac-8b3b-bb1a23293a7b,0,0,3.87,0.45,26.99,3.23,2024-10-15 05:26:00 UTC
59c1e9a4-86d4-497e-a86d-203f837e7379,0,0,0.85,2.97,5.76,20.96,2024-10-15 05:26:00 UTC
46e31db8-4d3b-4fe7-93a3-47c64ffaf919,0,0,3.86,0.46,26.95,3.27,2024-10-15 05:26:00 UTC
b6373386-4057-4762-bf1a-f07b4c47c3bd,0,0,0.0,4.32,0.0,30.22,2024-10-15 05:26:00 UTC
93835a7d-d2f1-43aa-aad2-ab623b3b2bdd,0,0,0.82,3.0,8.6,18.11,2024-10-15 05:26:00 UTC
8d6ebd64-cff3-4ac7-827d-0eac4a4aac7f,0,0,0.82,3.0,11.58,14.14,2024-10-15 05:26:00 UTC
e9f7badc-bff5-412d-90b9-3cd19b417572,0,0,0.8,3.01,17.51,8.21,2024-10-15 05:26:00 UTC
27f1dcc2-4fc6-49d9-b6b3-e84811d138cc,0,0,3.81,0.0,23.61,3.11,2024-10-15 05:26:00 UTC
1ccb66be-f42a-40d7-a0ed-aba7dc44d389,0,0,3.81,0.01,26.59,0.13,2024-10-15 05:26:00 UTC
cd16925d-e384-4d6c-8a85-3fafa1984483,0,0,3.81,0.01,26.58,0.13,2024-10-15 05:26:00 UTC
d7c2e445-90b4-47c6-ac79-c9fbb153ef7b,0,0,3.81,0.01,26.58,0.14,2024-10-15 05:26:00 UTC
f3e8cdc1-c4d2-4992-816d-ccd7f5769e86,0,0,3.81,0.01,26.57,0.14,2024-10-15 05:26:00 UTC
d65ed7b0-dd0a-4638-adfe-7b9257e392dc,0,0,3.81,0.01,23.56,2.16,2024-10-15 05:26:00 UTC
7b53c76b-c7ac-41d2-91f8-bc3ae860bf02,0,0,3.8,0.02,23.5,2.22,2024-10-15 05:26:00 UTC
3b7a5702-06fa-4761-8672-a176ea571494,0,0,3.02,0.8,22.71,3.01,2024-10-15 05:26:00 UTC
52b947b5-6215-41b5-90e6-774ef6ffbe42,0,0,3.79,0.02,26.47,0.24,2024-10-15 05:26:00 UTC
1365e640-f36c-4706-ae9d-725f47fe91f8,0,0,3.79,0.03,23.46,2.26,2024-10-15 05:26:00 UTC
09b607b1-5c38-4860-ae26-b5077e59c738,0,0,3.79,0.53,26.43,3.79,2024-10-15 05:26:00 UTC
f8e62b3f-c624-4597-9bcf-c11514bb1224,0,0,3.78,0.03,26.4,0.32,2024-10-15 05:26:00 UTC
43ae85d3-2993-44c8-9dde-1ca4aec5edac,0,0,3.78,0.04,26.39,0.33,2024-10-15 05:26:00 UTC
ff59ad5a-b30f-4d2d-bbef-0cbb6c375424,0,0,3.77,0.04,26.32,0.39,2024-10-15 05:26:00 UTC
3b586db9-1d62-48a4-be2e-64a053133e7e,0,0,3.77,0.05,26.3,0.42,2024-10-15 05:26:00 UTC
838218c4-deb0-484b-baac-f0f605acc92c,0,0,3.75,0.07,26.15,0.57,2024-10-15 05:26:00 UTC
2f18bc82-a1ec-4a34-a480-5f7747659b0c,0,0,3.74,0.08,26.09,0.62,2024-10-15 05:26:00 UTC
10d59c9c-e83a-4ec0-b17f-d86544470cf6,0,0,3.74,0.08,26.07,0.65,2024-10-15 05:26:00 UTC
4f24f4ac-0fdb-4a95-a0c5-073ca9d1a0a6,0,0,3.74,0.08,26.06,0.65,2024-10-15 05:26:00 UTC
f3ee2f9b-ec02-4419-971e-28d1c0ce026c,0,0,3.73,0.08,26.05,0.67,2024-10-15 05:26:00 UTC
177023c2-cbe3-4180-9b20-b1ef76514772,0,0,3.73,0.09,19.99,5.72,2024-10-15 05:26:00 UTC
cea09f34-e0ce-4d9d-8fae-4d04a8f1f302,0,0,3.73,0.09,23.01,2.7,2024-10-15 05:26:00 UTC
58191db6-70a7-4e9b-951a-a8b1dcef7365,0,0,3.72,0.09,22.98,2.74,2024-10-15 05:26:00 UTC
f6b268f4-6b76-4bad-9640-044057c8fe51,0,0,3.72,0.1,21.54,5.18,2024-10-15 05:26:00 UTC
c5e163c4-905f-4a17-a591-1743bbb3f0bf,0,0,3.71,0.6,22.92,7.3,2024-10-15 05:26:00 UTC
e891e0c8-6018-4172-8373-54463bb4fa92,0,0,3.71,0.1,25.9,0.82,2024-10-15 05:26:00 UTC
403e48e1-cee6-4459-bed3-265f0b839533,0,0,3.71,0.11,25.86,0.85,2024-10-15 05:26:00 UTC
5e26df28-48cf-4c85-b9d9-a9a3afe96415,0,0,3.71,0.11,25.85,0.87,2024-10-15 05:26:00 UTC
f65ba669-3b84-432c-94a1-6f27c8af7702,0,0,3.7,0.62,25.8,4.41,2024-10-15 05:26:00 UTC
22a9dbf7-82e5-4dc0-8fb2-26c0acde8195,0,0,9.82,0.0,56.54,12.17,2024-10-15 05:26:00 UTC
1a16feb0-abcb-4c45-a57a-246c7efab9e2,0,0,3.68,0.13,25.7,1.02,2024-10-15 05:26:00 UTC
f044ec1a-a4a6-4758-8118-cc4aa68ad47c,0,0,3.68,0.14,25.64,1.07,2024-10-15 05:26:00 UTC
7d4e4594-536c-4c52-bd9c-59326c1608d4,0,0,3.67,0.15,25.61,1.11,2024-10-15 05:26:00 UTC
78b5b775-99d4-4875-8803-cda775e254c5,0,0,3.66,0.16,24.87,1.84,2024-10-15 05:26:00 UTC
7d73479e-5a31-4498-97d2-44b774135b35,0,0,3.65,0.17,22.43,3.29,2024-10-15 05:26:00 UTC
f6369e14-2d43-4df0-8a2b-f49fa848b653,0,0,3.64,0.18,19.13,7.59,2024-10-15 05:26:00 UTC
4885fba1-28cc-4cbf-8845-ef62c3b81f8f,0,0,3.63,0.19,25.31,1.4,2024-10-15 05:26:00 UTC
da6b3ba3-0333-40b1-98dc-15d1558c396c,0,0,3.62,0.19,22.27,3.45,2024-10-15 05:26:00 UTC
a76fa00b-781f-435a-89a7-49b91b99a6f4,0,0,3.62,0.2,25.23,1.48,2024-10-15 05:26:00 UTC
9dc1c172-7600-4d81-98f4-5a72d366dc94,0,0,3.62,0.7,25.22,5.0,2024-10-15 05:26:00 UTC
b117361e-92d7-4d6c-9ad7-b7f887c9c021,0,0,3.61,0.7,25.19,5.02,2024-10-15 05:26:00 UTC
a858f1f0-efd6-4df3-892e-3d1aa6680189,0,0,3.6,0.71,25.13,5.08,2024-10-15 05:26:00 UTC
b0cb02c0-c832-4d9c-bb15-c9098b82185b,0,0,3.6,0.22,22.09,3.62,2024-10-15 05:26:00 UTC
ca9e07ff-d79b-4e06-b10f-d31ba130775f,0,0,3.59,0.22,22.06,3.65,2024-10-15 05:26:00 UTC
d3db3f0c-dd76-4d7c-a918-b805cfe2bb0c,0,0,3.59,0.22,22.05,3.67,2024-10-15 05:26:00 UTC
0ced9b3d-7465-4ccb-8b69-8d3869afbb19,0,0,3.58,0.24,24.95,1.77,2024-10-15 05:26:00 UTC
2ff77c02-d3a7-4834-8bb2-1baef5af61cf,0,0,3.58,0.24,24.94,1.78,2024-10-15 05:26:00 UTC
7197a4c2-1928-4f52-ae85-9a3396aea104,0,0,0.0,3.82,0.0,25.72,2024-10-15 05:26:00 UTC
db8f1271-94e4-4661-b1ca-712e51b40458,0,0,0.0,4.32,0.0,30.22,2024-10-15 05:26:00 UTC
5faf9371-a7ae-417f-8af0-a69568f5e452,0,0,3.56,0.75,24.84,5.38,2024-10-15 05:26:00 UTC
5ff871e7-df4c-437a-b743-d6f6ba1722ee,0,0,3.56,0.26,24.84,1.88,2024-10-15 05:26:00 UTC
7217cbc4-35bf-450e-afaf-9f220036015d,0,0,3.55,0.27,24.73,1.99,2024-10-15 05:26:00 UTC
982a4756-42b3-4e29-ae84-27ee5f50977f,0,0,3.54,0.28,24.69,2.03,2024-10-15 05:26:00 UTC
d686e5f3-c46b-4689-b7f0-5ce6146f72bf,0,0,3.53,0.28,24.64,2.08,2024-10-15 05:26:00 UTC
ba2ad4a6-c754-42f0-86d5-6b0f7479ce3e,0,0,3.53,0.28,27.96,5.26,2024-10-15 05:26:00 UTC
fea1e335-dbaf-4313-9bb2-64dc8f513b24,0,0,3.52,0.29,21.56,4.16,2024-10-15 05:26:00 UTC
153c0236-08ac-4f69-9543-720125d15b5f,0,0,3.52,0.3,24.55,2.17,2024-10-15 05:26:00 UTC
56ad3df4-1999-49f4-9dc4-e72b17672aff,0,0,3.52,0.3,24.51,2.7,2024-10-15 05:26:00 UTC
1c6e115d-9b03-40e2-bf5c-5ab451e1ba9a,0,0,3.51,0.31,24.47,2.25,2024-10-15 05:26:00 UTC
b9f82035-2d7c-4d12-a5c6-8f1b65d5fdb1,0,0,3.51,0.31,24.44,2.27,2024-10-15 05:26:00 UTC
1427aed8-3f67-4323-a874-2547ae18670a,0,0,3.5,0.32,24.39,2.33,2024-10-15 05:26:00 UTC
f4718f77-b7aa-4170-9b98-ad41313f1cab,0,0,3.5,0.32,21.38,4.34,2024-10-15 05:26:00 UTC
49fe4780-831d-4057-b56a-39ef544020f8,0,0,3.49,0.32,21.35,4.37,2024-10-15 05:26:00 UTC
93607d22-b4dd-4343-ab66-9a2fea844f42,0,0,3.49,0.33,21.33,4.38,2024-10-15 05:26:00 UTC
6f4375dd-1c0e-445a-88cb-1621d2849376,0,0,3.49,0.33,24.31,2.41,2024-10-15 05:26:00 UTC
9c8ff64b-e83d-42b7-a85f-e4da4ab88fdb,0,0,3.48,0.33,17.79,7.92,2024-10-15 05:26:00 UTC
a6c90d09-3860-4605-9d66-010d948bdf9f,0,0,3.48,0.34,21.26,4.45,2024-10-15 05:26:00 UTC
0fdc41ad-acee-4531-817f-cd37383ddb63,0,0,3.48,0.34,21.25,4.47,2024-10-15 05:26:00 UTC
7380b66c-b727-4e0c-987a-c5656237f07e,0,0,3.47,0.34,24.22,2.5,2024-10-15 05:26:00 UTC
5a930bdf-1f65-4e9d-81e7-ca53d6e44227,0,0,3.47,0.35,24.19,2.53,2024-10-15 05:26:00 UTC
eb55948d-5d54-45e0-ad0e-a5716b98fb37,0,0,0.0,0.98,0.0,6.88,2024-10-15 05:26:00 UTC
60e3e5ab-c51e-4533-b333-cff5aa757bcf,0,0,8.21,0.12,44.84,5.83,2024-10-15 05:26:00 UTC
7011b2be-1ed4-448e-8565-702e2740dd8e,0,0,5.34,0.16,34.79,3.71,2024-10-15 05:26:00 UTC
f3d466c1-8f97-445c-b161-5da6eddf38d1,0,0,2.62,2.88,18.54,19.96,2024-10-15 05:26:00 UTC
b61be1c1-8b71-404a-85c9-092869002590,0,0,9.31,0.69,71.66,5.84,2024-10-15 05:26:00 UTC
35c36b98-f59a-4ce4-b694-a6a3679bfaad,0,0,6.88,1.87,43.23,13.02,2024-10-15 05:26:00 UTC
c8e4b364-6b94-44d9-aa47-0d0e586e3166,0,0,6.82,1.93,42.83,13.42,2024-10-15 05:26:00 UTC
a6da3f97-de0c-4cf9-8547-b71a34939083,0,0,0.0,12.5,0.0,75.98,2024-10-15 05:26:00 UTC
19d6f935-5013-4756-aa27-cb5028b7d9be,0,0,0.0,12.5,0.0,75.98,2024-10-15 05:26:00 UTC
0dac031c-ab82-4e0d-ba97-e550bf055d69,0,0,5.73,0.77,52.62,10.13,2024-10-15 05:26:00 UTC
70c75f98-9fce-442b-b712-ae443bddf2e0,0,0,4.61,2.39,29.37,16.63,2024-10-15 05:26:00 UTC
592d175d-3aa4-4492-9a2a-853461062cc5,0,0,4.48,2.77,47.92,17.33,2024-10-15 05:26:00 UTC
1fc0d0b5-6a3d-425c-9732-924e8b84c976,0,60,0.0,17.93,0.0,115.0,2024-10-15 05:26:00 UTC
beb8bde8-3b2d-4041-99ea-71ae2d06b3b3,0,60,0.0,17.93,0.0,115.0,2024-10-15 05:26:00 UTC
c9902203-cfdc-4658-b9f0-4f411cca1bd7,0,60,0.0,17.93,0.0,115.0,2024-10-15 05:26:00 UTC
bfe83e2c-fc19-4564-b057-7205cf9d12db,0,60,0.0,17.93,0.0,115.0,2024-10-15 05:26:00 UTC
de41deb3-c348-445e-8171-c78a07d8eb49,60,0,17.92,0.01,103.04,11.96,2024-10-15 05:26:00 UTC
a8b8c7a4-86c4-4b04-a6c8-21627d8e9df8,0,60,0.0,17.93,0.0,115.0,2024-10-15 05:26:00 UTC
0e310432-573a-49e8-a75c-ad9268b10cf4,60,0,17.92,0.02,103.03,11.97,2024-10-15 05:26:00 UTC
140bb3cb-ae21-459a-a66d-46f5ba6dd958,0,60,0.0,17.93,0.0,115.0,2024-10-15 05:26:00 UTC
a76a4e96-a655-4110-adbe-393daa1d6532,0,60,0.0,17.93,0.0,115.0,2024-10-15 05:26:00 UTC
478d5262-56de-4497-bc23-c497c6ab8f3a,0,0,9.43,0.24,62.41,4.26,2024-10-15 05:26:00 UTC
1ca95465-9352-417a-ac33-87db2797cd64,4,0,14.2,2.8,94.09,18.91,2024-10-15 05:26:00 UTC
fe7eebc7-4b4d-4a0f-8dbd-633c8f87d703,0,0,6.18,1.32,47.37,11.13,2024-10-15 05:26:00 UTC
610e6da3-8f35-4c0a-b40f-b428efc621ae,0,0,0.0,10.25,0.0,69.75,2024-10-15 05:26:00 UTC
80f77772-530c-4d2a-aa43-58aa1f75ab15,0,0,9.51,0.24,68.77,1.48,2024-10-15 05:26:00 UTC
4689758e-5f3a-46a7-abc6-da2f8f180865,0,0,9.51,0.24,69.42,0.83,2024-10-15 05:26:00 UTC
785ba5d7-9aa0-4925-a55c-5a6f9d996e8a,0,0,9.47,0.78,65.11,4.64,2024-10-15 05:26:00 UTC
5ea3d86c-2a41-49ca-b61f-72b345a34090,0,0,0.0,10.25,0.0,69.75,2024-10-15 05:26:00 UTC
365c2d0d-3d07-4ac1-8fe5-a306142e94be,0,0,9.53,0.22,69.41,0.84,2024-10-15 05:26:00 UTC
c3678b52-7755-4384-8be8-468fb6698ab0,0,0,0.0,10.0,0.0,68.0,2024-10-15 05:26:00 UTC
3a603c8f-92ca-499a-a8cd-bd55735671a9,0,0,0.0,10.25,0.0,69.75,2024-10-15 05:26:00 UTC
31a05915-fa93-4cf2-875c-1d61f72fbbd8,0,0,0.0,10.25,0.0,69.75,2024-10-15 05:26:00 UTC
4315436c-a97a-4dd4-87fe-121692326bf3,0,34,0.0,11.0,0.0,74.0,2024-10-15 05:26:00 UTC
d68adc47-5fad-483f-8b03-2a4458532602,0,0,9.81,0.19,65.54,2.46,2024-10-15 05:26:00 UTC
e1fc8173-3aca-43fc-b58e-ea41e4680ccd,0,0,0.0,10.0,0.0,68.0,2024-10-15 05:26:00 UTC
baa60b43-b4ee-472b-93a1-397d5bb86bf2,0,0,0.0,10.0,0.0,68.0,2024-10-15 05:26:00 UTC
924e2fde-1156-45ef-92a0-31fefcf5db9c,0,34,0.0,11.0,0.0,74.0,2024-10-15 05:26:00 UTC
22b73d5b-62d6-42ef-8a0f-bbd06d3d1b17,0,34,0.0,11.0,0.0,74.0,2024-10-15 05:26:00 UTC
b5e0bf37-913e-40a4-9f1e-fd873de02553,0,0,0.0,8.0,0.0,72.0,2024-10-15 05:26:00 UTC
dd1914c4-326c-4dad-96bb-78eefbb7b225,0,0,0.0,9.75,0.0,65.5,2024-10-15 05:26:00 UTC
dd91756b-e695-4ca1-aa23-7771e67701f6,0,0,5.99,2.01,41.99,14.01,2024-10-15 05:26:00 UTC
ada61de6-ae55-41ac-afca-afe767d44fde,0,0,0.0,10.0,0.0,68.0,2024-10-15 05:26:00 UTC
02e9a94c-1f23-48b7-b040-f8a9ceae10b8,0,0,0.0,10.0,0.0,68.0,2024-10-15 05:26:00 UTC
4f0178f4-019a-477b-9cd4-eedba50fce36,0,34,0.0,11.0,0.0,74.0,2024-10-15 05:26:00 UTC
1274a4f9-fd6f-4eaa-99b9-a1e67a01e19b,0,0,0.0,9.0,0.0,62.0,2024-10-15 05:26:00 UTC
789df178-9840-434e-9649-9aa95f85aed9,0,0,0.0,10.0,0.0,68.0,2024-10-15 05:26:00 UTC
a2e233e7-989a-4191-a73f-943a56916d3e,0,0,0.0,10.0,0.0,68.0,2024-10-15 05:26:00 UTC
bb166fd9-8edf-486c-80c4-dd3bc5211245,0,0,5.99,2.01,41.99,14.01,2024-10-15 05:26:00 UTC
9a6f73e4-264e-4b44-8c43-f2f7e381fd27,0,0,0.0,10.42,0.0,75.42,2024-10-15 05:26:00 UTC
5737d2ef-1296-43ec-af72-3a1b0ad6c28a,0,0,0.0,10.42,0.0,75.42,2024-10-15 05:26:00 UTC
96497ba4-06ed-4afc-a7fb-67686ba02707,0,0,0.0,10.42,0.0,75.42,2024-10-15 05:26:00 UTC
d056756f-5b52-4dca-a4df-638266355748,0,0,0.0,10.42,0.0,75.42,2024-10-15 05:26:00 UTC
c512ed97-757e-473f-91b6-8d93a5e696e5,0,0,0.0,10.42,0.0,75.42,2024-10-15 05:26:00 UTC
779f2dc6-45ea-4a77-9bf0-88015ba35777,0,0,0.0,10.42,0.0,75.42,2024-10-15 05:26:00 UTC
189c70c8-f3ec-49df-8239-5985ace4c8cf,0,0,0.0,10.42,0.0,75.42,2024-10-15 05:26:00 UTC
07a320ae-e5ee-4a3c-b78e-8e4529026189,0,0,0.0,10.0,0.0,68.5,2024-10-15 05:26:00 UTC
259ad7a3-209a-4964-8487-ceabf48cff9a,0,0,6.77,2.73,53.28,15.22,2024-10-15 05:26:00 UTC
5dc35819-148f-403d-b856-f753dd38ea80,0,0,7.23,2.77,54.51,17.49,2024-10-15 05:26:00 UTC
64d10664-07bf-41a4-95f7-c56b6af4270e,0,0,6.73,2.77,51.93,19.57,2024-10-15 05:26:00 UTC
81ec6a19-4afa-4262-846f-d984bdf4943e,0,0,6.73,2.77,53.0,15.5,2024-10-15 05:26:00 UTC
2ca17e3e-8f9c-479d-9cb4-2f6536b5d3dc,0,0,6.73,2.77,50.16,18.34,2024-10-15 05:26:00 UTC
23d550f6-31df-4676-8c9d-74ca225bbd37,0,0,9.81,0.19,67.49,1.01,2024-10-15 05:26:00 UTC
773405fc-008c-4317-9543-5ff2a6cef03c,0,0,6.88,1.62,48.23,11.27,2024-10-15 05:26:00 UTC
d24aa387-1bda-478f-9233-e781118702b2,0,0,6.85,2.65,48.05,18.45,2024-10-15 05:26:00 UTC
dda0bf4a-29ca-499e-9246-c52e989e4ae1,0,0,8.67,0.83,60.66,5.84,2024-10-15 05:26:00 UTC
61e46ccc-b00c-4625-9b54-1e4e2bccf4e6,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
094c0921-98a0-4b04-ada0-52f0f6622e22,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
578ee20a-a385-4ca5-96d3-4c697d0362d4,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
a6de50fe-43e6-4cad-860c-f0f264e991f4,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
e005423c-132b-441a-9eb9-1e474c6ed63b,0,60,0.0,24.0,34.97,72.53,2024-10-15 05:26:00 UTC
f3dd8edc-2ca9-4358-a325-21f1829f2c86,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
d497fe9a-54c1-4706-8b7f-75b062c84a19,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
3a9d7e89-32c2-41ba-ae5a-0b09e1170c81,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
4a5970bb-ab3b-4103-8bdd-d8604751d1ff,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
fe4e40d3-9fc4-4c37-bd19-ea2f20768b0b,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
4935cd2b-649e-4069-9b9b-b0da68f30796,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
3f32e8b5-2303-477b-9ef0-6a52dd9a1891,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
4fa5cfbf-8ab1-4607-b4cc-949980403e05,0,60,0.0,24.0,35.05,72.45,2024-10-15 05:26:00 UTC
e367dc58-2978-491b-8240-56ad1b730470,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
46f2418a-0d60-4ba4-a4f7-32e80475ae0c,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
55789e4c-12c1-485d-8aab-13646176d834,0,60,0.0,24.0,0.0,107.5,2024-10-15 05:26:00 UTC
2dd70367-9494-4002-baa6-648d64b31656,0,0,6.01,2.74,42.13,19.12,2024-10-15 05:26:00 UTC
fee7a7a1-958f-44e5-abc5-1f4ebecc36da,0,0,9.48,0.35,66.03,2.8,2024-10-15 05:26:00 UTC
c6e9961d-0499-4460-b4fb-1fc2b929bb48,0,0,7.46,1.37,49.33,12.5,2024-10-15 05:26:00 UTC
d3759e9f-abc9-4370-9bea-5af88c708544,0,0,0.0,10.0,0.0,72.0,2024-10-15 05:26:00 UTC
c100a5e8-8e70-40d9-aaa4-1fd0a223ed4b,0,0,0.0,10.0,0.0,72.0,2024-10-15 05:26:00 UTC
5e928290-8d31-4d2d-8e3f-81984111e78a,0,0,0.0,10.0,0.0,72.0,2024-10-15 05:26:00 UTC
d289d61a-d4f3-4851-82ca-f8ac35d3abb8,0,0,9.91,0.09,69.85,2.15,2024-10-15 05:26:00 UTC
f4f360c8-b869-4836-aad5-41ef26021c1b,0,0,0.0,10.0,0.0,72.0,2024-10-15 05:26:00 UTC
beb56757-9c5f-4cd5-abe4-ce9656c45368,0,0,0.0,10.0,0.0,72.0,2024-10-15 05:26:00 UTC
f3e8d4e3-3603-4681-8d1c-b2537ac996f7,0,0,10.33,2.67,68.03,18.96,2024-10-15 05:26:00 UTC
f52c96e6-3658-48d4-b8a8-ff1651189dcd,0,0,7.35,2.15,51.5,15.0,2024-10-15 05:26:00 UTC
44d7b902-5621-4568-8887-2fdda625ad84,0,0,5.99,5.01,41.99,17.01,2024-10-15 05:26:00 UTC
01e38f5a-0a56-4668-b0d1-9af60bbe4fb5,0,0,5.99,2.01,41.99,14.01,2024-10-15 05:26:00 UTC
cdd819ee-875a-48da-b61e-9d32f202ae6e,0,0,8.16,1.84,56.2,12.8,2024-10-15 05:26:00 UTC
d9049e17-4f76-4a27-abbc-01d0c029966b,0,0,7.72,1.78,54.1,12.4,2024-10-15 05:26:00 UTC
1632a271-fdc4-45ad-8dee-4383d49cde6b,0,0,8.78,0.22,63.46,1.54,2024-10-15 05:26:00 UTC
06cefc5b-a6d0-4772-8bcc-b30609d2b2aa,0,34,0.0,23.57,0.0,91.0,2024-10-15 05:26:00 UTC
02837d4e-3d98-44ee-8533-1c6821ae5ab8,0,0,0.0,22.57,0.0,101.0,2024-10-15 05:26:00 UTC
b09a8e44-8412-47a2-ae7f-8baf2db02df3,0,0,0.0,10.0,0.0,72.0,2024-10-15 05:26:00 UTC
e021824c-6ab6-4027-b8af-6a0cf6a08f77,0,0,9.93,0.07,71.52,0.48,2024-10-15 05:26:00 UTC
6037b035-3249-41c0-9236-218223fb87f4,0,0,0.0,10.0,0.0,72.0,2024-10-15 05:26:00 UTC
37227346-a922-4ee9-a2d2-962d293eceb2,0,0,0.0,10.0,0.0,72.0,2024-10-15 05:26:00 UTC
ab337beb-cdd1-4b4a-9198-2a44e6d17e9d,0,0,0.0,10.0,0.0,72.0,2024-10-15 05:26:00 UTC
6ef30445-b002-4c4e-beb2-e60db4d7a84f,0,34,0.0,10.5,0.0,73.0,2024-10-15 05:26:00 UTC
0fb49f61-2dd2-4ba8-87b5-4c9f2c0e748e,0,0,8.66,0.34,62.63,2.37,2024-10-15 05:26:00 UTC
3f14c37a-aabf-4429-815e-f172cf9d918b,0,0,12.75,0.25,89.2,1.8,2024-10-15 05:26:00 UTC
1a9e3807-f69d-4084-876e-3da2510b0646,0,0,7.65,2.35,53.64,16.36,2024-10-15 05:26:00 UTC
1025a8eb-7cf0-4524-b118-01a0a7ce290f,0,0,8.52,2.48,47.72,11.28,2024-10-15 05:26:00 UTC
8acc8530-bacc-4ec1-af60-eb761425d0bf,0,0,7.49,2.01,52.51,13.99,2024-10-15 05:26:00 UTC
5e8b8426-3423-4294-a6b3-5aec558800a3,0,0,7.4,2.1,51.9,14.6,2024-10-15 05:26:00 UTC
a09f0820-ba97-470e-9485-f6938024d785,0,0,10.29,2.7,67.76,19.14,2024-10-15 05:26:00 UTC
5675e7d1-aa84-4aa9-a143-3593006ac816,0,0,8.27,1.73,56.95,12.05,2024-10-15 05:26:00 UTC
44705416-4ca2-4b1d-8c71-4ea20cbccce4,0,0,5.99,2.01,41.99,14.01,2024-10-15 05:26:00 UTC
33827bf2-5513-4ba1-88d2-05d474b6d14c,0,0,9.0,0.0,63.0,0.0,2024-10-15 05:26:00 UTC
c24d22c9-f3ee-4439-97e8-9ed087d425d2,0,0,6.97,2.36,48.91,16.42,2024-10-15 05:26:00 UTC
4652a93c-ac66-4dda-990b-9a68e0becd53,0,0,12.86,0.47,89.95,3.38,2024-10-15 05:26:00 UTC
5d9b6eab-fa87-4c6d-a814-94393369f126,0,0,0.0,10.33,0.0,72.33,2024-10-15 05:26:00 UTC
8d2550a7-8d0b-44f4-a70e-5474d2a0dd2b,0,0,9.24,0.51,62.22,6.03,2024-10-15 05:26:00 UTC
47e205e9-46a6-44a2-9a07-7ad22a44a7f0,0,0,8.33,1.42,64.31,5.94,2024-10-15 05:26:00 UTC
